data: dataset/foma/
d:1:0.21418414491060878,1.3273493191424206,1.3273494887436694,2.4405146629754815
d:2:0.1476412921518766,1.3273493414319888,1.3273495321716102,2.5070575814517224
d:3:0.11372871104107762,1.3273493848599287,1.327349554461183,2.540970228280034
d:4:0.09085230169637937,1.3273494071494985,1.327349597889135,2.563846703342254
d:5:0.07506321997174803,1.3273494505774497,1.3273496413170827,2.5796358719227843
d:6:0.06325904481180755,1.3273494940053965,1.3273496847450257,2.591440133938615
d:7:0.05356724740351693,1.327349537433339,1.3273497281729645,2.6011320182027866
d:8:0.04532856218925607,1.3273495597229408,1.3273497504625846,2.609370747996269
d:9:0.03745979338339289,1.327349603150894,1.3273497727521908,2.6172395825196917
d:10:0.030300081602624207,1.3273496465788432,1.3273498161801562,2.6243993811563753
d:11:0.023683954308483912,1.327349668868462,1.327349838469764,2.631015553029742
d:12:0.01767758132920605,1.3273496911580671,1.32734988189774,2.637021991726601
d:13:0.012398149007943449,1.3273497345860423,1.3273499253257117,2.6423015109038106
d:14:0.008209596205350778,1.3273497780140133,1.3273499476153368,2.6464901294239995
d:15:0.0055462008750071234,1.3273498003036353,1.3273499699049474,2.6491535693335755
d:16:0.004470355083281863,1.3273498437316171,1.3273498225932434,2.6502293112415787
d:17:0.004379193517755731,1.327349696419735,1.3273498448828378,2.650320347784817
d:18:0.004677975008798629,1.3273497187093561,1.3273498671724184,2.650021610872976
d:19:0.0050810937868170925,1.327349740998963,1.3273499106004465,2.6496185578125924
d:20:0.005458664470785024,1.3273497844269704,1.32734995402847,2.6492410739846552
d:21:0.007264413315286156,1.3273498278549731,1.3273499763180672,2.647435390857754
d:22:0.00684303648935769,1.3273498712829719,1.3273500197461021,2.6478568545397163
d:23:0.004976693282069178,1.327349914710966,1.3273500420357007,2.6497232634645975
d:24:0.004130726943713636,1.3273499370006208,1.327350064325286,2.650569274382193
d:25:0.003761083243543517,1.3273499804286257,1.3273501077533472,2.6509390049384294
d:26:0.003457855034959323,1.3273500238566265,1.3273501511814034,2.6512423200030706
d:27:0.003051075392252578,1.3273500672846228,1.3273501946094557,2.651649186501826
d:28:0.002603731335623305,1.3273500895743102,1.3273502380375037,2.652096596276191
d:29:0.00200160023352991,1.3273501330023172,1.327350281465547,2.652698814234334
d:30:0.001443368758295982,1.327349988830946,1.327350303755195,2.653256923827845
d:31:0.001005442119594413,1.3273498415188476,1.3273503471832495,2.6536947465825027
d:32:0.0008387736641584098,1.327349884946849,1.3273501998713413,2.653861311154032
d:33:0.0009472937132883885,1.3273499283748462,1.3273500556999625,2.6537526903615203
d:34:0.001291854275741855,1.3273498617111625,1.3273500779896068,2.6534080854250277
d:35:0.0017039153294171605,1.3273499051391622,1.3273499338180512,2.6529959236277962
d:36:0.0018957578720257828,1.3273499485671574,1.3273497896463218,2.6528039803414534
d:37:0.0018719809348199945,1.3273499919951481,1.3273498119359473,2.6528278229962754
d:38:0.0015504253377573995,1.327349925331412,1.327349667764041,2.6531491677576957
d:39:0.001203117617396554,1.3273499687594055,1.32734969005365,2.653496541195659
d:40:0.0009478469700368031,1.3273499020956037,1.3273497123432456,2.6537517674688123
