data: dataset/foma/
d:1:7.031365813503498e-05,3.2576342045412794,3.2576344719888093,6.515198362871954
d:2:6.503552279557567e-05,3.257634204750218,3.2576344721977524,6.515203641425175
d:3:0.0001654822795815747,3.257634204999609,3.257634470966333,6.51510319368636
d:4:6.25366792394999e-05,3.2576342052489933,3.2576344712054737,6.515206139775227
d:5:6.030620455632629e-05,3.2576342055301555,3.257634470233098,6.515208369558698
d:6:5.68656148232094e-05,3.2576342058662147,3.25763447055319,6.515211810804582
d:7:5.4000342146309777e-05,3.257634206075147,3.257634470873276,6.515214676606277
d:8:5.215334304597974e-05,3.2576342063553376,3.2576344711356677,6.515216524147959
d:9:4.8597137237038623e-05,3.257634206752006,3.2576344713464507,6.515220080961219
d:10:4.5333439669725806e-05,3.257634206977959,3.257634471682516,6.5152233452208055
d:11:4.273912537655633e-05,3.2576342072581435,3.257634472003496,6.515225940136263
d:12:3.998030257257312e-05,3.2576342075791276,3.257634471249934,6.515228698526489
d:13:3.761503693144874e-05,3.257634207975789,3.2576344703758195,6.515231063314677
d:14:3.588682924693387e-05,3.2576342082251686,3.257634470612012,6.515232792007934
d:15:3.3412138916943945e-05,3.257634207269278,3.257634470932093,6.515235266062454
d:16:3.0995489152196853e-05,3.257634207506702,3.257634470178523,6.515237682196073
d:17:2.9086899468566685e-05,3.25763420771563,3.2576344703893,6.515239591205461
d:18:2.5197301177115605e-05,3.2576342080516865,3.257634470600071,6.515243481350581
d:19:2.567101068517985e-05,3.2576342083717775,3.2576344696441852,6.515243007005277
d:20:2.5287729240375256e-05,3.257634208580699,3.257634469906573,6.515243390758032
d:21:2.198204285619454e-05,3.257634208977355,3.2576344702854247,6.515246697219924
d:22:2.2163678849551616e-05,3.257634209298335,3.257634470565625,6.51524651618511
d:23:2.240083525073544e-05,3.257634209534526,3.257634469609733,6.515246278309008
d:24:1.983376893033295e-05,3.2576342097661786,3.2576344699885786,6.515248845985827
d:25:2.0986192764027578e-05,3.257634210087151,3.257634470220235,6.515247694114622
d:26:1.8459953436078536e-05,3.2576342103181664,3.2576344694666606,6.51525021983139
d:27:1.876912290832422e-05,3.2576342105400924,3.2576344684595298,6.515249909876713
d:28:1.822703990672636e-05,3.2576342108761436,3.2576344687407017,6.515250452576939
d:29:1.8906659967399264e-05,3.257634211138538,3.2576344689514687,6.515249773430039
d:30:1.8786478869436962e-05,3.2576342114586256,3.2576344691622263,6.5152498941419825
d:31:0.000138638020762194,3.257634211735529,3.2576344694424217,6.515130043157188
d:32:1.8986770220941196e-05,3.2576342121321815,3.2576344697634014,6.515249695125362
d:33:1.901760286671106e-05,3.2576342124682265,3.2576344699723454,6.515249664837706
d:34:1.917321350219936e-05,3.2576342114958545,3.2576344702217512,6.515249508504104
d:35:1.7379515955262548e-05,3.2576342117582433,3.2576344706184313,6.51525130286072
d:36:2.0165583840103807e-05,3.257634212154889,3.2576344698648514,6.515248516435901
